Script Name,Character Names
Scream.txt,"FATHER, REPORTER, SHERIFF BURKE, MRS. TATE, KENNY, MAN, BILLY, DEWEY!, MOTHER, MAMA RILEY, STU, STEVE, GALE WEATHERS, CASEY, GALE, MR. PRESCOTT, DEWEY, SIDNEY PRESCOTT, BILLY LOOMIS, MR. LOOMIS, RANDY, SIDNEY, MR. HIMBRY, TATUM, GALE WEATHERS-CORRESPONDENT FROM INSIDE STORY"
Se7en.txt,"FAT MAN, TALBOT (V.O.), ANOTHER COP, FORENSIC (O.S.), SANTIAGO (CONT), STONE, CHRIS, COP, PREACHER (CONT), TAYLOR, SWARR, MAN, WILD BILL (CONT), CRAZED MAN, JOHN DOE, PILOT, SERGEANT, FORENSIC, BARKER (CONT), UNIFORMED COP, TRACY (V.O.), CALIFORNIA (O.S.), MILLS (V.O.,CONT), MILLS (CONT), O'NEILL, TECHNICIAN, WILD BILL (O.S.), CALIFORNIA (V.O.), DAVIS, NUN, CLERK (O.S.), CALIFORNIA (CONT), SOMERSET (V.O.), FORENSIC (CONT), SARAH, TALBOT (V.O.,CONT), WORKMAN, CRAZED MAN (CONT), JOHN DOE (CONT), TRACY (CONT), SECOND THUG, MILLS (O.S.), DETECTIVE, JOHN DOE (V.O.), VAGRANT, ONE COP, MRS GOLD, TALBOT, PHOTOGRAPHER, JOHN (O.S.), BLOND COP, OLD MAN, WOMAN (CONT), WILLIAM (O.S.,CONT), FEMALE COP, SOMERSET, BLEEKER, WILLIAM (CONT), SECOND ATTENDANT, JOHN DOE (O.S.), CAPTAIN, JOHN DOE (V.O.,CONT), MAN (CONT), STONE (CONT), MAN'S VOICE (O.S.), BLEEKER (O.S.,CONT), PREACHER, DETECTIVE (O.S.), OFFICER, BEARDSLEY, SARA, BLEEKER (CONT), WILLIAM, TAYLOR (CONT), TRACY, SOMERSET (CONT), ONE FORENSIC, SKETCH ARTIST, JOHN, MOVER, DARIO, STRANGE MAN, MILLS (V.O.), BLACK COP, SANTIAGO, CRAZED MAN (O.S.,CONT), MILLS, WILD BILL, FRIDAY, POLICEMAN, CAPTAIN (CONT), BARKER, CALIFORNIA, WILLIAM (O.S.), FIRST THUG, A REPORTER (V.O.)"
Searchers_ The.txt,"LAURIE, ETHAN, MARTIN, BRAD, AARON, CORRESPONDENT, GENERAL, SCAR, OFFICER, KEEFER, CHARLIE, BEN, JORGENSEN, ESTRELLA, LUCY, DEBBIE, NESBY, FUTTERMAN, GREENHILL, COLONEL, MOSE, EMILIO, CLAYTON, SAM, MARY JANE EDWARDS, MRS. JORGENSEN, IH-CARD!"
Secret Life of Walter Mitty_ The.txt,"CAB DRIVER, GARY MANNHEIM, SEANN, FAKR AD-D, CHILEAN CAPTAIN, ODESSA, BACK SEAT CHILEAN, SOREN, TED HENDRICKS COLLEAGUE, POSTAL CLERK, NEW GUY, FRONT DESK LADY, CALLER, BOAT CAPTAIN, CAR IMPOUND OFFICER, PILOT, LEAD SINGER ZACH DE LA ROCHA, CHERYL, FLIGHT ATTENDANT, COP, SECOND MAN IN A SUIT, TED HENDRICKS, EDNA, FIFTH EXECUTIVE, FREEMAN, ACCOUNTING CLERK, GUIDE, EDITOR, MAN, AIDE, KLIPSPRINGER, ULF, HERNANDO, RETIREMENT HOME ADMINISTRATOR, TICKET CLERK, CAPTAIN, SEAN, YOUNG MAN, RODNEY, RICH, EDNA, ETIHAD CLERK, RADIO HOST (O.S.), TED HENDRICKS, RETIREMENT HOME ADMINISTRATOR, ZACH DE LA ROCHA, EXECUTIVE, ETIHAD AIRLINES LUGGAGE GIRL, MARK CHATHAM, CHERYL, MOVER, NORMAL GUY, FOUR SEASONS CLERK, TED HENDRICKS COLLEAGUE, ROY, TIM NAUGHTON, STEVE PENDERS, FEMALE NEWS REPORTER, KID, BILLING DIRECTOR, MAN (PILOT), WALTER, PIANO MOVERS, POLICE OFFICER, POLICE CLERK, NEWSCASTER (O.S.), REPORTER, SECOND TEEN, SOMALIAN, TEEN, PROTESTOR, ZACH DE LA ROCHA, TIM NAUGHTON, SEAN O'CONNELL--, ENGLIGH SPEAKING CHILEAN SAILOR, CHILEAN SAILOR, EHARMONY COUNSELOR, 15-YR-OLD-PUERTO-RICAN GIRL MORGAN, MARK CHATHAM, TODD MAHAR, TODD MAHAR, SECOND BACK SEAT CHILEAN, FEMALE NEWS REPORTER, WALTER, WALTER, POSTAL CLERK, EHARMONY COUNSELOR, NEWSCASTER (V.O.), PILOT"
Semi-Pro.txt,"KONG, COP, TROPICAL AISLE GUY, MELINDA, ROSCOVENSKIIIIIIII!, OPPOSING PLAYER, CLAWS COACH, BOBBY DEE, CLARENCE (O.S.), BEE BEE ELLIS, GAYLE, CLARENCE THE REF, MS. QUINCY, CAMERA MAN, MONIX, ANIMAL HANDLER, DRUNK LADY, JACKIE MOON, LOU REDWOOD (V.0. ), WHEELCHAIR DARREN, FATHER PAT THE. REF, BOB COSTAS (V_O_), DJ, KYLE, CLARENCE, JACKIE MOON, CUSTOMER, KYLE (O.S.), BOB COSTAS (V.0.), KONG, SCOOTSIE DOUBLE-DAY, JACKIE MOON (O.S. ), CLARENCE (O.S. ), PETRELLI, PATRELLI, JACKIE (V.0.), QUINCY, SPUR #1, SPUR #2, OFFICER MILLER, EVERYONE, JACKIE. I'M THE DJ., BALL GIRLS (V.0.), JACKIE MOON (O.S.), TEAM, JACKIE, MONIX! NO!, RAVI, TWIGGY MUNSON, ANNOUNCER (O.S.), ANNOUNCER (V.0.), DUKES, INTERVIEWER, JACKIE!, ALL THE TROPICS (V.0.), SCHNACK (O.S. ), LUCY MOON (O.S. ), BEAR HANDLER, LIVE ABA RADIO (V.0. ), LOSING OWNER #1, WHEELCHAIR JODY, DRAFT ANNOUNCER, HANDLER), CUSTOMER WOMAN, LOU REDWOOD (V.0.), BOB COSTAS (V.0. ), LYNN, MONIX (V.O.), FATHER PAT THE REF, BEAR HANDLER (O.S.), AMIGO MANAGER, TV ANNOUNCER, JACKIE MOON & KONG, COMMISH, LUCY MOON, BALL GIRL MAGGIE (O.S.), BALL GIRL MAGGIE, BARTENDER, RECORDING ENGINEER, JACKIE'S DREAM MOM, SPURS COACH, BEE BEE ELLIS (O.S.), JACKIE MOON (V.0.), LOU REDWOOD (O.S.), BOBBY DEE (O.S. )"
Sense and Sensibility.txt,"BETSY, ELINOR, SOPHISTICATED WOMAN, MARIANNE, EDWARD, MARGARET, BRANDON, MR PALMER, MRS DASHWOOD, DR HARRIS, MRS PALMER, COLONEL BRANDON, BRANDON, THOMAS, MR PALMER, THE STRANGER, EDWARD, SIR JOHN, JOHN, ELINOR, MAID, CHARLOTTE, FANNY, MARGARET, MR DASHWOOD, MRS JENNINGS, PIGEON, ELINOR, MARIANNE, FANNY, ROBERT, MRS DASHWOOD, DASHWOOD, JENNINGS, CHARLOTTE, LUCY, WILLOUGHBY, MRS JENNINGS, BABY THOMAS, MARIANNE, JOHN, COLONEL BRANDON"
Serenity.txt,"KAYLEE, WASH, YOUNG MAN, SHEYDRA, THE OPERATIVE, JAYNE (V.0.), WOMAN, MAL, TEACHER, NEWSPERSON (V.O.), GUARD, INARA (V.0.), LOVEBOT, DOCTOR MATHIAS, HELMSMAN, BOY, CARON (V.0.), FANTY, ENSIGN, THE OPERATIVE (0.S.), ALLIANCE SOLDIER, BOOK (O.S.), GUARD (O.S.), SON, MINGO, JAYNE (O.S.), TRADE AGENT, INARA, SOLDIER, RIVER, ZOE, BOOK, SIMON, BOOK W. (V.0.), SOLDIER (O.S.), CARON, ANOTHER BOY, MAL (0. S . ), MR UNIVERSE, JAYNE, ENSIGN (O.S.), JAYNE (O . S . ), MAL!, 2ND TECHNICIAN, J FANTY, WASH!, GIRL, THE OPERATIVE (O.S.), KAYLEE (0.5.), ANOTHER GIRL, KAYLEE (O.S.)"
Serial Mom.txt,"BURGLAR B, DOTTIE, KID A, HOUSEWIFE A, FOREMAN, MR. STUEBINS, HERBIE HEBDEN, JUROR #8, CHIP!!, DET. BRADFORD., BIRDIE & PARENTS, HUSBAND A, SCOTTY, KID C, NEWS ANNOUNCER, DOORHAN, CUSTOMER, LU-ANN, MRS. ACKERMAN, MR. PICKLES!  MR. MARVIN, REPORTER BOYFRIEND, SLOPPY, BOY, FARRAH FAWCETT, SEXPOT DATE, COP, CARL, ROSEMARY, HOUSEWIFE B, DOTTIE., DET. MOORE, DEALER, MR. STUBBINS., FARRAH, CAPTAIN JOHNSON, MRS. JENSON, LADY D, DAD, ROOKIE, YOUNG MAN, BIRD, ANNOUNCER, PRESS A, GIRL, LADY A, CHIP, MRS. STERNER, VENDOR, FAWCETT!!, SERIAL MOM, MARVZN, GUS, KID, PERVERT, WIFE A, BIRDIE, REPORTER, LUANN, MOM, MRS. TAPLOTTER, KID B, BEGIN., DOORMAN, DISPATCHER, HOUSEWIFE C, MISTY, FATHER STONE, JUDGE, RECEPTIONIST, MR. STUBBINS, COURT TV, MISTY SUTPHIN, MR. PICKLES!!, BILL, MR. STERNER, DET. BRADFORD, MR. NAZLEROD, BURGLAR A, POLICEWOMAN, PICKLES!, JOAN, MARVIN, DET BRADFORD"
Sessions_ The.txt,"NEWS REPORTER, SANDY (V.O.), GREG (CONT'D), SUSAN, WAITER (CONT'D), CARMEN (CONT'D), SUSAN (V.O.), AMBULANCE OFFICER, LADY (V.O.), GREG (V.O.), TONY (CONT'D), FATHER BRENDAN (TO MARK), FATHER BRENDAN (TO THE CONGREGATION), JOAN, LAURA (V.O.), JOSH, MARK (CONT'D), NEWS REPORTER (CONT'D), FATHER BRENDAN, CHERYL (V.O.) (CONT'D), AMANDA, MATT, MARK, MARK (V.0.), CHERYL (CONT'D), PARISHIONERS, ROD, FATHER BRENDAN (CONT'D), LAURA, MARK (V.O.), FATHER BRENDAN (V.O.) (CONT'D), NEWS REPORTER (V.O.), ROD'S VOICE, MIKVAH LADY, CHERYL, MIKVAH LADY (CONT'D), ROD (CONT'D), CARMEN (V.O.), VERA (CONT'D), TONY, GREG, CARMEN, SUSAN (V.O.) (CONT'D), CLERK, VERA, LATINO, WAITER, MARK (V.O.) (CONT'D), CHERYL (V.O.)"
Seventh Seal_ The.txt,"JONS, SOLDIER, RAVEL, PAINTER, KNIGHT, GIRL, DEATH, MERCHANT, KARIN, OLD MAN, RAVAL, MONK, FARMER, MIA, TYAN, SKAT, JOF, PLOG, LISA, WOMAN"
Sex and the City.txt,"CARRIE (V.O), SMITH, BITSY (CONT'D), BIG (V.O.), STANFORD, CARRIE(CONT'D), ENID, ELAINE (CONT'D), ACTIVIST #2, CHARLOTTE (CONT'D), CARRIE, MIRANDA (CONT'D), AUCTIONEER, SAMANTHA, SPOILED LABEL QUEEN, RESCUE WOMAN, CHARLOTTE/HARRY/LILY, JUDY GARLAND, CARRIE/BIG, BUSINESS GUY, WAITRESS, SAMANTHA (CONT'D), OPERATOR (V.O.), ANGELA, CARRIE (CONT'D), MIRANDA (V.O), HOT NEIGHBOR, SMITH (CONT'D) (CONT'D), ACTIVIST #1, HARRY, YENTA, KIDS (5,6)., KARL, CARRIE (O.C.) (CONT'D), DANTE, LOUISE, ELAINE (CONT'D)V.O.), BRADY, CHARLOTTE, (MORE), AGENT, CARRIE/MIRANDA, THERAPIST (CONT'D), PAULO, ANTHONY (CONT'D), MIRANDA/SAMANTHA, CARRIE (O.C), MAGDA, PARTY GIRL, RAOUL, WORKER, CARRIE (VO), STANFORD (CONT'D), STEVE, ANTHONY, STEVE (CONT'D), MARY, STEWARDESS, SMITH (V.O.), BABY VOICED WOMAN, BABY VOICED WOMAN (CONT'D), FELIX, VOICEMAIL (V.O.), LOVRO (CONT'D), LOVRO, HARRY (CONT'D), AUCTIONEER (CONT'D), ELAINE, SAMANTHA/MIRANDA, CAROL, BIG, THERAPIST, NYU KID, LOUISE (CONT'D), JUDGE, MIRANDA, DENIM PURSE., GUARD, MAITRE' D, TELEVISION ANNOUNCER (V.O.), BITSY, ENID (CONT'D), DANTE (CONT'D), CARRIE (V.O.) (CONT'D), LOUISE (O.C.), WOMAN, HOSTESS, CARRIE/ANTHONY, BIG (CONT'D), LILY, CARRIE (O.C.)"
Sex_ Lies and Videotape.txt,"CYNTHIA, DUDE, JOHN, CYTNHIA, SECRETARY, MR. MILLER, ANN, GRAHAM, DOCTOR"
Sexual Life.txt,"FATHER, DAVID WARREN, BEST FRIEND, GRANDFATHER, VOICE, PRIEST, LORNA, WAITRESS, GRANDMOTHER, DESK CLERK, SECURITY GUARD, SARAH, ROSALIE, DESK CLERK #2, TODD, JOSH, DAVID, JOANNE, TERRI, WEDDING PLANNER, WOMAN, EXPERT, HOTEL MANAGER, WAITER, JERRY, GIRL, GWEN, PHIL"
Shadow of the Vampire.txt,
Shakespeare in Love.txt,"VIOLA AS ROMEO, MR. BURBAGE, PRETTY WHORE, BOATMAN, SIR ROBERT, SERVANT, RALPH, HENSLOWE, ACTOR, VOICE, ARMITAGE AS ABRAM, FENNYMAN, NURSE, URCHIN, MESSENGER, BURBAGE, SECOND WHORE, VIOLA, LADY DE LESSEPS, MONTAGUE, WILL), MAKEPEACE., EDWARD AS FRIAR, ALLEYN, PETER, ALLEYN AS MERCUTIO, WHORE), WILL, JAMES HEMMINGS AS TYBALT, MUSICIAN, MARLOWE, WABASH, SAM, BURBAGE'S VOICE, JOHN HEMMINGS AS SAMPSON, LORD IN WAITING, TILNEY, WABASH AS THE CHORUS, DR. MOTH, VIOLA., MAKEPEACE, SAM AS JULIET, NURSE., JAMES HEMMINGS AS GREGORY, VIOLA AS JULIET, WILL AS ROMEO, CONDELL AS VALENTINE, YOUNG ACTOR, RALPH AS NURSE, URCHIN, ALLEYN (AS MECUTIO), VOILA, WESSEX, NOL, PHILIP AS LADY CAPULET, VIOLA AS THOMAS, WEBSTER, QUEEN, VIOLA (VO), NOL AS BENVOLIO, THE PRINCE, ALLEYN (O.S.), TILNEY, JOHN, PETER, BURBAGE, ACTOR AS BENVOLIO, ALLEYN A MERCUTIO, LADY DE LESSEPS, THOMAS., PETER, PRETTY WHORE, ROSALINE, SAM AS JULIET, KEMPE, FENNYMAN AS APOTHECARY, WHORE, LAMBERT"
Shallow Grave.txt,"DOCTOR, ALEX, SISTER, UNIFORMED OFFICER, ANDY, JULIET, OFFICE BOY, MITCHELL, CAMERON, HUGO, EDITOR, OPERATOR, MAN, DAVID, GOTH, MCCALL, LUMSDEN, SALESMAN, BRIAN"
Shame.txt,"CLIENT, BRANDON, ATTRACTIVE WOMAN (ALEXA), FEMALE CONDUCTOR, MARIANNE, ALEXA, WAITER, CARLY, PRETTY SUBWAY GIRL., LOREN, COLLEAGUES, SKYPE SON, ALEXA, STEVEN, BOUNCER, ELIZABETH, INSURANCE-, STEVEN, ANSWER MACHINE, MARIANNE, WAITER, ELIZABETH, MARIANNE, BRANDON (O.S.), FEMALE CALLER ON ANSWER MACHINE, LOREN (O.S.), DAVID (TO COAT CHECK GIRL), SISSY (UNDER), CONDUCTOR, DAVID, MUSCULAR BOYFRIEND, CONDUCTOR, ELIZABETH (TO DAVID), RACHEL, WAITER (UNDER), CONDUCTOR (O.S.) (OVER), SISSY (OVER), DAVID, ELIZABETH, HOTEL LOVER, ELIZABETH (TO BAR TENDER), SISSY (O.C.), FROM SCREEN, ELIZABETH (OVER) (TO BAR TENDER), HOSTESS (O.S.), BRANDON., BOUNCER, SISSY ON ANSWER MACHING, MARIANNE (O.S.), WOMAN (O.S.), BRANDON, COCKTAIL WAITRESS, DAVI, HOTEL LOVER, ELIZABETH (UNDER), WAITER (OVER), SISSY/DAVID (O.S.), ANSWER MACHINE, DAVID (O.S.), MUSCULAR BOYFRIEND, SISSY, DAVID (OVER), STEVEN (O.S.), SISSY ON ANSWER MACHINE, SKYPE SON, CUTE NEIGHBOR, OK!, SISSY (O.S.) (CONT'D), DAVID (TO BAR TENDER) (CONT'D), DAVID (O.S.) (CONT'D), WAITER (O.S.), ELIZABETH, SISSY (O.S.), INTERCOM, CONDUCTOR (O.S.), HOSTESS, BRANDON (UNDER), SHAME, ELIZABETH, SISSY"
Shampoo.txt,"ROSALIND, JILL, SID ROTH, DENNIS, TINA, LORNA, ANJANETTE, MARY, LES, POPE, SAMMY, MONA, KENNETH, SENATOR, NORMAN, LEONARD, NORMA, FELICIA, GEROGE, WOMAN, DET. YOUNGER, GEORGE, MRS. SHUMANN, WAITER, ANGIE, DEVRA, GIRL, IZZY, NATE, JACKIE, RICCI, IZZY SOKOLOFF, GLORIA, RED DOG, LESTER, ATTENDANT, PETTIS"
Shawshank Redemption_ The.txt,"BOB, DOCTOR, BROOKS (V.O.), NED, WILEY, ANDY, D.A., ANDY DUFRESNE, MAN #3, ROOSTER, BROOKS, TOWER GUARD, NORTON, MERT, THE BATTER, HADLEY, MAN #2, MAIL CALLER, WILEY (O.S.), TROUT, D.A. (O.S.), HEYWOOD, RED, MAN #1, MAN, RORY, BETH, MANAGER, ELDERLY GUARD, FLOYD, HAIG, DUTY GUARD, CHAPLAIN (O.S.), WOMAN (O.S.), VOICE (O.S.), DEKINS, RED (V.O.), GUARD (O.S.), P.O., TELLER, CON, WOMAN REPORTER, TOMNY, ERNIE, SKEET, TOMMY, FAT-ASS, YOUNGBLOOD, VOICES, FEMALE TELLER (O.S.), SNOOZE, JIGGER, JUDGE, GUARD, HADLEY (O.S.), VARIOUS VOICES (O.S.), TYRELL, HEYWOOD (O.S.), BOGS, WOMAN, BLATCH, NORTON (O.S.)"
She_s Out of My League.txt,"PATTY, SMALL BOY, MAURY, STAINER, KIRK, TALON, GUARD, BEEHIVE, FULLER, GATE AGENT, ERIC, COP, WHITE AGENT, MAITRE D, MAN, EMCEE, REESE, HABIB, TINA, PILOT, DEBBIE, STAINER, ERIC, MALE CUSTOMER, MR. RILEY, JACK, CNN ANCHOR, OLD WOMAN, KIRK, BLACK AGENT, STAINER, BUSINESSMAN, GRAMMY, WILLY, KATIE, STAINER, FULLER, RED-HAIRED WOMAN, BIG GUY, MRS. KETTNER, MOLLY, ASIAN WOMAN, PREACHER, FLIGHT ATTENDANT, COLLEGE STUDENT #1, WOMAN, PREACHER, ROCKER, BILLY JOEL, TALON, ANNOUNCER, WAITER, JERRY, CREEPY BUSINESSMAN, BOWLER, RON, COP, PATTY, YUPPIE MAN, YUPPIE WOMAN, GOOD-LOOKING MAN, RON, MR. KETTNER, RANDY, MOLLY, COLLEGE STUDENT #2, BLIND TEEN, GRAMMY, HABIB, MAURY, MAN 2, BLUE ANGEL #2, MARNIE, FEMALE PASSENGER, DEVON, MAX"
Sherlock Holmes.txt,"GROUNDSKEEPER, CONSTABLE CLARK, DOCTOR, MARY, BIG MAN, STANDISH, WAITER, WATSON, IRENE, CHARLIE, GUARD #2, BLACKWOOD, MRS. HUDSON, PALM READER, MORIARTY, THUG, SHERLOCK, MAN #1, MAN, PERIGRINE, THE GROUNDSKEEPER, TANNER, GUARD CAPTAIN, SIR THOMAS, COACH DRIVER, CAPTAIN PHILIPS, ANONYMOUS MAN, POLICE OFFICER, IRENE, HOLMES, CONSTABLE CLARK, LESTRADE, STANDISH, LORD COWARD, PRISON GUARD, SERGEANT, LORD COWARD, WATSON, BLACKWOOD, KIT., DRIVER, GUARD, DREDGER, BEGGAR"
Shifty.txt,"OTIS, MALIK, BLAIR, JASMINE, TREVOR, LENNY, VALERIE, GLEN, SHIFTY, BOB, LORETTA, CHRIS, VOICE, REZ, JAMES"
Shining_ The.txt,"HALLORAN, GRADY GIRLS, MAITRE D, GRADY, SECRETARY, STEWARDESS, GLEN RINKER, MAN ANNOUNCER, GIRLS, HALLORAN & WENDY, JACK, DOCTOR, WATSON, WENDY, INJURED GUEST, OPERATOR, DURKIN, TONY, RANGER, ULLMAN, HERMIE, SUSIE, DOCTOR, TONY, HALLORAN, LLOYD, ULLMAN, JACK, ULLMAN, TONY, DANNY, HALLORAN, DOCTOR, MAN ANNOUNCER, GRADY, WATSON, DOROTHY, GLEN RINKER, RECEPTIONIST, DISC JOCKEY"
Shipping News_ The.txt,"NOLAN, MRS. BUGGIT, BILLY, MERCALIA, NUTBEEM, MELVILLE, JACK, MRS. MOOSUP, QUOYLE (V.O.), FIGG (O.S.), MRS. YARK, SAW, NEDDIE??, QUOYLE (O.S.), JACK (O.S.), MELVILLE (O.S.), PRINCIPAL, ALVIN, FATHER, DENNIS, HEROLD, BROTHER, WAVEY, PETAL, PETAL (O.S.), MRS. YARK (O.S.), BUNNY, WOMAN, BROTHER (O.S.), PARTRIDGE, PUNCH, WAVEY (O.S.), BUNNY (O.S.), SILVER, AGNIS, QUOYLE, AGNIS (O.S.)"
Shivers.txt,"PARKINS, JANINE, ST.LUC, ROLLO, TUDOR, MAN, FORSYTHE, FIRST LADY, BOY, SUPER, OLD WOMAN, BENDA, KRESIMIR, DETECTIVE, MRS. WHEATLEY, MERRICK, COMPANION, VARIOUS RESIDENTS, ROLLO, DOORMAN, WOMAN, MR. SPERGAZZI, MRS. SPERGAZZI, MISS LEWIS, GIRL, MISS LEWIS AND MR WOLF, MERRICK, BETTS, RESIDENTS"
Shrek the Third.txt,"QUEEN, OGRE BABY, PINOCCHIO, DONKEY, GINGERBREAD MAN, CYCLOPS, TEACHER, SHREK, BLIND MOUSE #1, SHIP CAPTAIN, OGRE, NANNY DWARF, LANCELOT, PIG #2, WIZARD HEAD (MERLIN), PRINCIPAL PYNCHLEY, PUSS, PRINCESSES, PRINCE CHARMING, SNOW WHITE, CAPTAIN HOOK, RAUL, EVIL DWARF #1, PUSS, WOLF, SNOW WHITE, HALL MONITOR, HOOK, PIGS, RUMPLESTILTSKIN, EVIL KNIGHT #1, CINDERELLA, EVIL QUEEN, GUINEVERRE, OLD LADY, PIRATES, FIONA, WAITER, TIFFANY, HECKLER, MABEL, FEMALE STUDENT #1, SLEEPING BEAUTY, RAPUNZEL, ARTIE, FIDDLESWORTH, DORIS, AUDIENCE, PUPPET MASTER, VILLAINS, XAVIER, MOTHER, TEENAGER (ARTIE), BOHORT, PRINCESSES/PUSS/DONKEY, SHREK!, JOCKS, ARTIE, DRIVERS ED INSTRUCTOR, CINDERELLA (REFLECTION), ACTRESS, WOMAN, OTHER PIRATES, EVIL DWARFS, STUDENTS, OGRE BABIES, PIG #1, VAN STUDENT, MASTER OF CEREMONIES, KNIGHT (LANCELOT), COSTUME STUDENT 1, KING HAROLD, DRAGON, GUARD #1, ANNOUNCER, HEADLESS HORSEMAN, PRINCIPAL PYNCHLEY, GUARD #2, MABEL, GARY, MERLIN, MUFFIN MAN"
Shrek.txt,"FIONA, ROBIN HOOD, GUARD, PETER PAN, LITTLE PIG, GORDO, SHREK, FARQUAAD, DONKEY, PINOCCHIO, HEAD GUARD, LITTLE BEAR, PRIEST, GINGERBREAD MAN, THELONIUS"
Sicario.txt,"MIGRANT 1 (CONT'D), AGENT, DEA AGENT, CORY (CONT'D), DRIVER, CORY, GUARD 2, LANCE, REGGIE-, STEVE, OFFICER, SYLVIO, ALEJANDRO (O.S.), MAN (CONT'D), MARSHAL, BOY'S VOICE (CONT'D), MATT (O.S.), PHIL, MACY (O.S.), MIGRANT 1 (SUBTITLE) (CONT'D), JACINTA, REGGIE (O.S.), GUARD, GUILLERMO, DELTA (O.S.), MANUEL, BOB, KATE --, ELISEO, ELISEO (CONT'D), OPERATOR, ROSALYN (V.O.), MATT, ALEJANDRO, FAUSTO, BOY'S VOICE, AGENT (CONT'D), TED, MOM (V.O.), KEITH, BURNETT, MAN IN SUIT (CONT'D), MOM, ALEJANDRO (V.O.), WOMAN'S VOICE, FAUSTO (CONT'D), ALEJANDRO (O.S.) (CONT'D), AIRPORT MP, MATT (CONT'D), JENNINGS (CONT'D), CORONER, NEWS REPORTER (V.O.), VOICE, MAN, REGGIE, MIGRANT 1 (SUBTITLE), DELTA (CONT'D), BURNETT (CONT'D), SILVIO, MIGRANT 1, ALEJANDRO(V.O.), JENNINGS, BANDIT, FAUSTO (SUBTITLE), WOMAN'S VOICE (CONT'D), JEFE!!!, MAN IN SUIT, VOICE2, SILVIO (CONT'D), MACY, MACY (CONT'D), MIGRANT 2 (SUBTITLE), GIRL, MARSHAL (CONT'D), SWAT OFFICER, ALEJANDRO (CONT'D), REGGIE (CONT'D), ALEJANDRO (SUBTITLE)"
Sideways.txt,"CAMMI, KEN, PHYLLIS, MAYA, JACK, VICTORIA, POURER, STEPHANIE, MILES, GOLFER, A PRIEST, MRS. ERGANIAN, WAITER, EVELYN, MAN, MAID, GRIS, SIENA, CARYL, CHRISTINE, MR. ERGANIAN, ASSISTANT, WAITRESS, SALES ASSOCIATE, CHRIS, BARISTA, GARY"
Siege_ The.txt,"SOUTHERN FBI AGENT, FINGERPRINT EXPERT, RADIO DJ (V.O.), SUSSMAN, YOUNG ARAB, KHALIL, ALL, TAPED VOICE, TECHNICIAN, YOUNG SOLDIER, CONGRESSMAN MARSHALL, TALK RADIO (V.O.), AGENT ROSE, SPEAKER OF THE HOUSE, KHALIL SPRINTS, TARIQ, HUB (V.O.), FRED, NEWS REPORTER, ARAB SPOKESMAN (V.O.), FRANK HADDAD, SAMIR (V.O.), FRANK (V.O.), MAN CARRYING GROCERIES, DISTRICT ATTORNEY, SPEAKER, WIFE, ELISE, AGENT - MIKE, MP, ARMY GENERAL, MECHANIC, DISTRICT ATTORNEY (V.O.), PROTEST SPEAKER, GIRL IN A PRADA GOWN, PSY-OPS, SWAT?, YOUNG LIEUTENANT, FBI AGENTS, ATTORNEY GENERAL (V.O.), VAN LOUDSPEAKER, TALK RADIO (O.S.), FIBER EXPERT, KAHLIL, JUDGE FRANKEL, HUB (SILENT), AGENT - FRED, FLOYD, TEACHER, MIKE, AGENTS, SENATOR WRIGHT, NYPD SERGEANT, NEWSCASTER, MAN IN SUIT, INS OFFICIAL, DANNY, MUEZZIN, ACLU LAWYER, UNIFORM COP (V.O.), HUB AND FRANK, MAN IN BLACK TIE, STEWARDESS, NAJIBA, FIBER EXPERT (V.O.), MAYORAL AA, TV SOUND BITE (V.O.), ARMY GENERAL (V.O.), PRESIDENT CLINTON, MARCH ORGANIZER, NYPD OFFICER #2, CORPORAL, SHOTGUN AGENT, LIEUTENANT #2, CONGRESSMAN MARSHALL (V.O.), COL. HARDWICK, TINA, DANNY (V.O.), MAYORAL AA (V.O.), FRANK JR (O.S.), SAMIR, ELISE (V.O.), LANDLORD, SHARON/EMMA, CIA DIRECTOR, PSY-OPS (V.O.), TWO WOMEN, NYPD OFFICER, CHIEF OF STAFF, WOMAN, FRANK, HUB, UNIFORMED OFFICIAL, WHITNEY, PILOT (O.S.), DEVEREAUX (V.O.), NEWSCASTER (V.O.), ATTORNEY GENERAL, FBI DIRECTOR, DEVEREAUX"
Signs.txt,"PROFESSOR (TV), TV ANCHOR, RADIO VOICE, CREWCUT GUY, MERRILL (O.S.), MORGAN, TV REPORTER, PHARMACIST, MERRILL (V.O.), LIONEL, RAY, RADIO HOST (V.O.), MORGAN'S VOICE, COLLEEN, YOUNG MAN (O.S.), OFFICER PASKI, GRAHAM (V.O.), MR. NATHAN (O.S.), VOICE, GRAHAM, MRS. NATHAN, MERRILL, BO, BO (O.S.), MR. NATHAN"
